SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Max Volume Size,Max IOPS/volume,Max IOPS Burst Performance,Max throughput/volume,Provisioned,Tenancy,EBS Optimized,Operating System,License Model,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Elastic Graphics Type,Enhanced Networking Supported,GPU,GPU Memory,Instance,Instance Capacity - 10xlarge,Instance Capacity - 12xlarge,Instance Capacity - 16xlarge,Instance Capacity - 18xlarge,Instance Capacity - 24xlarge,Instance Capacity - 2xlarge,Instance Capacity - 32xlarge,Instance Capacity - 4xlarge,Instance Capacity - 8xlarge,Instance Capacity - 9xlarge,Instance Capacity - large,Instance Capacity - medium,Instance Capacity - metal,Instance Capacity - xlarge,instanceSKU,Intel AVX Available,Intel AVX2 Available,Intel Turbo Available,Normalization Size Factor,Physical Cores,Pre Installed S/W,Processor Features,Product Type,Resource Type,serviceName,Volume API Name
PJ9C7XQDJXMJSAND,JRTCKXETXF,PJ9C7XQDJXMJSAND.JRTCKXETXF.6YS6EN2CT7,OnDemand,$16.386 per Dedicated SUSE p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,16.386,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,EUC1-DedicatedUsage:p3.8xlarge,RunInstances:000g,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
QYCXR96RE592BMXB,JRTCKXETXF,QYCXR96RE592BMXB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$18.496 per Unused Reservation Windows p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,18.496,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,EU-UnusedBox:p2.16xlarge,RunInstances:0002,UnusedCapacityReservation,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,8NZJVJPUUPFQD5XT,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
58BJSCBYVX5TND2G,JRTCKXETXF,58BJSCBYVX5TND2G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.911 per Dedicated Linux p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.911,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,UGW1-DedicatedUsage:p3.2xlarge,RunInstances,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
DZ4JT9V3GNHVGHTB,JRTCKXETXF,DZ4JT9V3GNHVGHTB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$27.488 per Dedicated Usage Linux p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,27.488,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,APS1-DedicatedUsage:p2.16xlarge,RunInstances,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HRHNQ2H7D23ZK4T6,JRTCKXETXF,HRHNQ2H7D23ZK4T6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$31.212 per On Demand Linux p3dn.24xlarge Instance Hour,2020-04-01,0,Inf,Hrs,31.212,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p3dn.24xlarge,Yes,GPU instance,96,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,768 GiB,2 x 900 NVMe SSD,100 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,BoxUsage:p3dn.24xlarge,RunInstances,Used,14000 Mbps,337,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,192,,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,,,Amazon Elastic Compute Cloud,
G5R9D2P4E9DR6ZM3,JRTCKXETXF,G5R9D2P4E9DR6ZM3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.041 per Dedicated Unused Reservation RHEL p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.041,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,UGW1-UnusedDed:p3.2xlarge,RunInstances:0010,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,UZAZEWENP56WPZY5,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
MA9THAB55573ZV3C,JRTCKXETXF,MA9THAB55573ZV3C.JRTCKXETXF.6YS6EN2CT7,OnDemand,$28.842 per Dedicated Unused Reservation RHEL p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,28.842,USD,,,,Compute Instance,AmazonEC2,EU (London),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,EUW2-UnusedDed:p3.16xlarge,RunInstances:0010,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,RTQVMVAEJACUAXZX,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
34447WXTR37S27DK,JRTCKXETXF,34447WXTR37S27DK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.53 per Unused Reservation RHEL p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.53,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,UnusedBox:p2.16xlarge,RunInstances:0010,UnusedCapacityReservation,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,K4QSF4H4QQGJSSK7,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
KXWF29RB7W5NHUYZ,JRTCKXETXF,KXWF29RB7W5NHUYZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$36.496 per On Demand Windows p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,36.496,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,APN1-BoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
2T97E8RZUYH73KEB,JRTCKXETXF,2T97E8RZUYH73KEB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.944 per Windows p3.16xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,2.944,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,EUC1-HostBoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
MQ6M7PWCD7PJTKHD,JRTCKXETXF,MQ6M7PWCD7PJTKHD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.5 per Dedicated Usage SUSE p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.5,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:p2.16xlarge,RunInstances:000g,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
SJUXVXD5F3UQZQPJ,JRTCKXETXF,SJUXVXD5F3UQZQPJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$35.628 per Unused Reservation Windows p3dn.24xlarge Instance Hour,2020-04-01,0,Inf,Hrs,35.628,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3dn.24xlarge,Yes,GPU instance,96,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,768 GiB,2 x 900 NVMe SSD,100 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,USW2-UnusedBox:p3dn.24xlarge,RunInstances:0002,UnusedCapacityReservation,14000 Mbps,337,,Yes,8,,,,,,,,,,,,,,,,,QXPREYWDSK22TSEP,Yes,Yes,Yes,192,,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,,,Amazon Elastic Compute Cloud,
9KCH2353UBUNYZ2Y,JRTCKXETXF,9KCH2353UBUNYZ2Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.616 per Dedicated SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.616,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,APS1-DedicatedUsage:p3.2xlarge,RunInstances:000g,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
BGU9UG7QCNNGBKAB,JRTCKXETXF,BGU9UG7QCNNGBKAB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.084 per On Demand Windows p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.084,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,BoxUsage:p2.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
8Q7ZY3FKN9C5MFMZ,JRTCKXETXF,8Q7ZY3FKN9C5MFMZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$29.376 per On Demand Linux p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,29.376,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,UGW1-BoxUsage:p3.16xlarge,RunInstances,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
7D339GUP8DET5FG6,JRTCKXETXF,7D339GUP8DET5FG6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$9.634 per Dedicated Usage RHEL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,9.634,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,UGW1-DedicatedUsage:p2.8xlarge,RunInstances:0010,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HJE9HTMKR8W5BKGW,JRTCKXETXF,HJE9HTMKR8W5BKGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$24.672 per Dedicated Unused Reservation Usage Linux p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,24.672,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,APN1-UnusedDed:p2.16xlarge,RunInstances,UnusedCapacityReservation,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,BBAYAE3H9JT2R5ZZ,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
89PRPD9SVAE7EHCQ,JRTCKXETXF,89PRPD9SVAE7EHCQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$10.026 per Dedicated Usage Windows p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,10.026,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,EU-DedicatedUsage:p2.8xlarge,RunInstances:0002,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
DPMTGYH94ZMGS92B,JRTCKXETXF,DPMTGYH94ZMGS92B.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.944 per Windows p3.16xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,2.944,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,USW2-HostBoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
88N8PZ6MSGVZGB9K,JRTCKXETXF,88N8PZ6MSGVZGB9K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$24.61 per Dedicated Unused Reservation RHEL p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,24.61,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,UnusedDed:p3.16xlarge,RunInstances:0010,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,VNT94W34YSHKDST8,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
FZKP8YKFQPUP4QHS,JRTCKXETXF,FZKP8YKFQPUP4QHS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$18.408 per Unused Reservation Windows p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,18.408,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,APN2-UnusedBox:p3.8xlarge,RunInstances:0002,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,TX7G594YFN5KMZPF,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
4VJ876CSEE7SAQBV,JRTCKXETXF,4VJ876CSEE7SAQBV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.911 per Dedicated Windows BYOL p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.911,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,Bring your own license,,,,,,,,UGW1-DedicatedUsage:p3.2xlarge,RunInstances:0800,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
QYS4PZ8A9Q32ZPH2,JRTCKXETXF,QYS4PZ8A9Q32ZPH2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.036 per Dedicated Linux p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.036,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:p3.8xlarge,RunInstances,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
39ATPZ8X4CVY839E,JRTCKXETXF,39ATPZ8X4CVY839E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.074 per Dedicated Usage Windows p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,2.074,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,APS1-DedicatedUsage:p2.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
QAYC2U4T6YR46XNN,JRTCKXETXF,QAYC2U4T6YR46XNN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.902 per On Demand Windows p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.902,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,APS1-BoxUsage:p2.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
PHZYKS4DKKZQTHE2,JRTCKXETXF,PHZYKS4DKKZQTHE2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.92 per Dedicated Usage Linux p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,7.92,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:p2.8xlarge,RunInstances,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
KNWAJ8BUR64ZE35P,JRTCKXETXF,KNWAJ8BUR64ZE35P.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.57 per Dedicated Usage Windows BYOL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.57,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,Bring your own license,,,,,,,,APN1-DedicatedUsage:p2.8xlarge,RunInstances:0800,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
DY82NRNT2695QEJ8,JRTCKXETXF,DY82NRNT2695QEJ8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.642 per Unused Reservation SUSE p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.642,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,APS2-UnusedBox:p2.xlarge,RunInstances:000g,UnusedCapacityReservation,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,C5XZWRSZPES2XJEE,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
NBG7GR3KTHDVFK94,JRTCKXETXF,NBG7GR3KTHDVFK94.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.685 per Dedicated Unused Reservation SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.685,USD,,,,Compute Instance,AmazonEC2,Canada (Central),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,CAN1-UnusedDed:p3.2xlarge,RunInstances:000g,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,8PPAWZUW8BRM7JHN,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HKY3SHBV28XYWDPU,JRTCKXETXF,HKY3SHBV28XYWDPU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$31.362 per Unused Reservation SUSE p3dn.24xlarge Instance Hour,2020-04-01,0,Inf,Hrs,31.362,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3dn.24xlarge,Yes,GPU instance,96,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,768 GiB,2 x 900 NVMe SSD,100 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,USW2-UnusedBox:p3dn.24xlarge,RunInstances:000g,UnusedCapacityReservation,14000 Mbps,337,,Yes,8,,,,,,,,,,,,,,,,,3UNESWXA2GVWAE8H,Yes,Yes,Yes,192,,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,,,Amazon Elastic Compute Cloud,
85WPJ2R3EMEE46G8,JRTCKXETXF,85WPJ2R3EMEE46G8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.4 per On Demand Windows BYOL p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.4,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,Windows,Bring your own license,,,,,,,,USE2-BoxUsage:p2.16xlarge,RunInstances:0800,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
S6Z9W8CZAF895PW7,JRTCKXETXF,S6Z9W8CZAF895PW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.923 per Unused Reservation SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.923,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,EUC1-UnusedBox:p3.2xlarge,RunInstances:000g,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,HW6S6JWGVBSMR4PR,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
SE4E8P8RD8M7YGXP,JRTCKXETXF,SE4E8P8RD8M7YGXP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.89 per Dedicated Usage Linux p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.89,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Mumbai),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,APS3-DedicatedUsage:p2.xlarge,RunInstances,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
